description,category,label
forensics confirmed gunshot residue on the suspect hands,2,Weaponry
evidence suggests he stole money,3,Digital Evidence
officers noticed calendar page torn off,0,Trace Evidence
lab results revealed missing pen from the desk,0,Trace Evidence
evidence suggests overturned chair in the kitchen,0,Trace Evidence
detective uncovered something is missing,0,Trace Evidence
evidence suggests camera footage exists,3,Digital Evidence
suspect passport shows false identity,3,Digital Evidence
window was broken,0,Trace Evidence
detective uncovered blood on the wall,1,Biological Evidence
evidence suggests clues found near the entrance,0,Trace Evidence
traces of chloroform on the rag,1,Biological Evidence
forensics confirmed bank account was hacked,3,Digital Evidence
detective uncovered knife was found at the scene,2,Weaponry
he stole money,3,Digital Evidence
chemical substance found,1,Biological Evidence
officers noticed broken coffee mug on the floor,0,Trace Evidence
lab results revealed suspects fingerprints on the murder weapon,2,Weaponry
crime scene showed blood was found at the scene,1,Biological Evidence
lab results revealed bomb was planted,2,Weaponry
evidence suggests hacked into the system,3,Digital Evidence
investigators found signs of a struggle,0,Trace Evidence
crime scene showed suspect lied about alibi on camera,3,Digital Evidence
investigators found rifle discovered,2,Weaponry
crime scene showed suspects dna found under victims fingernails,1,Biological Evidence
detective uncovered wet umbrella near the coat rack,0,Trace Evidence
financial crime,3,Digital Evidence
evidence suggests hidden camera recorded the crime,3,Digital Evidence
evidence suggests missing pen from the desk,0,Trace Evidence
lab results revealed he is armed with a gun,2,Weaponry
forensics confirmed missing pen from the desk,0,Trace Evidence
overturned chair in the kitchen,0,Trace Evidence
forensics confirmed phone records found,3,Digital Evidence
investigators found blood spatter pattern on the wall,1,Biological Evidence
forensics confirmed deleted text messages recovered from victims phone,3,Digital Evidence
forensics confirmed forged signature on the victims will,3,Digital Evidence
forged signature on the victims will,3,Digital Evidence
forensics confirmed strangled victim found in the library,2,Weaponry
window broken,0,Trace Evidence
officers noticed secret compartment found with stolen documents,3,Digital Evidence
crime scene showed money was stolen,3,Digital Evidence
crime scene showed victim was poisoned,1,Biological Evidence
detective uncovered victim was poisoned,1,Biological Evidence
lab results revealed weapon found nearby,2,Weaponry
officers noticed chemical substance found,1,Biological Evidence
detective uncovered blood spatter pattern on the wall,1,Biological Evidence
forensics confirmed blood stains found on the kitchen floor,1,Biological Evidence
crime scene showed clues found near the entrance,0,Trace Evidence
forensics confirmed blood on the wall,1,Biological Evidence
crime scene showed object out of place,0,Trace Evidence
lab results revealed data was stolen,3,Digital Evidence
detective uncovered toxicology confirms deliberate poisoning,1,Biological Evidence
officers noticed traces of chloroform on the rag,1,Biological Evidence
crime scene showed chair knocked over,0,Trace Evidence
forensics confirmed something is missing,0,Trace Evidence
investigators found saliva found on the discarded cigarette,1,Biological Evidence
suspects fingerprints on the murder weapon,2,Weaponry
suspect passport shows false identity,3,Digital Evidence
evidence suggests blood everywhere,1,Biological Evidence
detective uncovered evidence of money fraud on the computer,3,Digital Evidence
he stole money,3,Digital Evidence
forensics confirmed unlocked back door,0,Trace Evidence
signs of a struggle,0,Trace Evidence
evidence suggests he shot the victim,2,Weaponry
detective uncovered victim was blackmailing the suspect via email,3,Digital Evidence
detective uncovered window was broken,0,Trace Evidence
forensics confirmed faint smell of perfume in the hallway,0,Trace Evidence
bank account was hacked,3,Digital Evidence
detective uncovered blood on the wall,1,Biological Evidence
investigators found suspects dna found under victims fingernails,1,Biological Evidence
officers noticed evidence of a forced entry,0,Trace Evidence
detective uncovered biological material recovered,1,Biological Evidence
scratches on the door lock,0,Trace Evidence
crime scene showed victim was blackmailing the suspect via email,3,Digital Evidence
dna found,1,Biological Evidence
officers noticed illegal firearm found in suspects car,2,Weaponry
officers noticed illegal firearm found in suspects car,2,Weaponry
evidence suggests arsenic found in the victims tea,1,Biological Evidence
firearm recovered,2,Weaponry
investigators found chemical substance found,1,Biological Evidence
forensics confirmed he has a knife,2,Weaponry
window broken,0,Trace Evidence
detective uncovered chair knocked over,0,Trace Evidence
suspect armed,2,Weaponry
evidence suggests secret compartment found with stolen documents,3,Digital Evidence
officers noticed toxin detected,1,Biological Evidence
crime scene showed money was stolen,3,Digital Evidence
forensics confirmed suspect passport shows false identity,3,Digital Evidence
officers noticed camera footage exists,3,Digital Evidence
officers noticed he has a knife,2,Weaponry
suspect had a gun,2,Weaponry
detective uncovered deleted text messages recovered from victims phone,3,Digital Evidence
evidence suggests unlocked back door,0,Trace Evidence
crime scene showed saliva found on the discarded cigarette,1,Biological Evidence
investigators found financial fraud linked to suspects account,3,Digital Evidence
forensics confirmed he is armed with a gun,2,Weaponry
lab results revealed footprints at the scene,0,Trace Evidence
investigators found victim life insurance recently increased,3,Digital Evidence
forensics confirmed emails were deleted,3,Digital Evidence
evidence suggests unlocked back door,0,Trace Evidence
lab results revealed data was stolen,3,Digital Evidence
crime scene showed gun was discovered,2,Weaponry
lab results revealed traces of poison,1,Biological Evidence
dna sample collected,1,Biological Evidence
officers noticed victim poisoned with rare toxin,1,Biological Evidence
detective uncovered victim had been drugged,1,Biological Evidence
crime scene showed window was broken,0,Trace Evidence
crime scene showed a loaded gun was found,2,Weaponry
investigators found unknown biological fluid on the bedsheets,1,Biological Evidence
investigators found stabbed with a knife,2,Weaponry
traces of chloroform on the rag,1,Biological Evidence
large amounts of stolen money,3,Digital Evidence
lab results revealed they found a gun,2,Weaponry
forensics confirmed he attacked with a weapon,2,Weaponry
lab results revealed surveillance footage deleted remotely,3,Digital Evidence
poison used,1,Biological Evidence
secret compartment found with stolen documents,3,Digital Evidence
detective uncovered evidence of a forced entry,0,Trace Evidence
evidence suggests dust disturbed on the shelf,0,Trace Evidence
detective uncovered displaced rug near the fireplace,0,Trace Evidence
lab results revealed victim strangled with a rope,2,Weaponry
detective uncovered hair sample matches suspect dna profile,1,Biological Evidence
detective uncovered unauthorized bank transfer at 3 AM,3,Digital Evidence
gun found,2,Weaponry
victim had been drugged,1,Biological Evidence
forensics confirmed knife was found at the scene,2,Weaponry
forensics confirmed blood was found at the scene,1,Biological Evidence
forensics confirmed suspect had a gun,2,Weaponry
forensics confirmed traces of poison,1,Biological Evidence
crime scene showed wet umbrella near the coat rack,0,Trace Evidence
forensics confirmed gunshot wound,2,Weaponry
evidence suggests hidden camera recorded the crime,3,Digital Evidence
crime scene showed evidence of a forced entry,0,Trace Evidence
firearm recovered,2,Weaponry
unlocked back door,0,Trace Evidence
detective uncovered dna match confirmed,1,Biological Evidence
investigators found spent shell casings found at the scene,2,Weaponry
crime scene showed heavy blunt object with blood found,2,Weaponry
lab results revealed saliva found on the discarded cigarette,1,Biological Evidence
firearm recovered,2,Weaponry
officers noticed bomb was planted,2,Weaponry
forensics confirmed victim was blackmailing the suspect via email,3,Digital Evidence
investigators found hacked into the system,3,Digital Evidence
investigators found poison was used,1,Biological Evidence
officers noticed secret compartment found with stolen documents,3,Digital Evidence
lab results revealed he attacked with a weapon,2,Weaponry
detective uncovered unknown biological fluid on the bedsheets,1,Biological Evidence
officers noticed arsenic found in the victims tea,1,Biological Evidence
knife was found at the scene,2,Weaponry
lab results revealed dust disturbed on the shelf,0,Trace Evidence
chair knocked over,0,Trace Evidence
evidence suggests explosive device found,2,Weaponry
digital evidence recovered,3,Digital Evidence
credit card fraud,3,Digital Evidence
forensics confirmed victim strangled with a rope,2,Weaponry
detective uncovered financial records tampered,3,Digital Evidence
evidence suggests cigarette butt near the entrance,0,Trace Evidence
detective uncovered gunshot wound,2,Weaponry
officers noticed torn piece of fabric on the fence,0,Trace Evidence
evidence suggests camera footage exists,3,Digital Evidence
he stole money,3,Digital Evidence
investigators found he has a gun,2,Weaponry
investigators found blood stains found on the kitchen floor,1,Biological Evidence
investigators found signs of a struggle,0,Trace Evidence
