statement,label
The unfortunate events at the warehouse have absolutely nothing to do with me.,3
"Honestly, i was actively eating dinner and minding my own personal business.",3
Are you accusing me of taking the money?,2
I have never seen the black bag in my entire life.,0
Could we talk about this later? My head hurts.,1
Could we talk about this later? My head hurts.,1
Why are you targeting me? I was just working on a report!,2
The unfortunate events at the warehouse have absolutely nothing to do with me.,3
"I might have been at my friend's apartment, but my memory is foggy.",1
"Believe me, to tell you the honest truth, I was far away from my friend's apartment.",3
I have never seen the safe in my entire life.,0
"Uh, i guess I could have seen the black bag, but I don't remember.",1
I'm not answering any more questions about the car keys.,2
Let's see... i can't really remember where I was at midnight.,1
I have never seen the black bag in my entire life.,0
I was actively walking my dog and minding my own personal business.,3
"Am I under arrest? If not, I'm leaving.",2
"I sort of recall waiting for a cab, but I'm not sure.",1
I was actively watching a movie and minding my own personal business.,3
I demand to speak to my lawyer. I wasn't at the gym!,2
This is harassment! I didn't even know my boss!,2
"To tell you the truth, to tell you the honest truth, I was far away from the warehouse.",3
"I sort of recall walking my dog, but I'm not sure.",1
You have no right to ask me about my friend's apartment!,2
"I didn't take the laptop, you can check the cameras.",0
Why are you targeting me? I was just working on a report!,2
I was with my wife at exactly the parking garage while I was driving.,0
I saw him leave holding the black bag.,0
"Well, could we talk about this later? My head hurts.",1
"I didn't take the car keys, you can check the cameras.",0
Prove it! You can't prove I was at the warehouse at early morning!,2
Why does it matter if I was walking my dog?,1
I was doing a lot of things around 3:45 PM.,1
"I told you already, I was watching a movie! Leave me alone!",2
Prove it! You can't prove I was at the subway station at 3:45 PM!,2
I would never do such a thing at noon. It goes against my morals.,3
I was at the grocery store around 1:30 PM.,0
"Well, i was doing a lot of things around noon.",1
You cops are all the same. I don't know anything about the documents!,2
I swiped my keycard at the grocery store at exactly 7:20 PM.,0
I can't really remember where I was at 2:00 AM.,1
"That man took the car keys, not me. He looked very suspicious.",3
This is harassment! I didn't even know a colleague!,2
"Honestly, i was nowhere near the vicinity of my friend's apartment.",3
I left the parking garage at 2:00 AM and drove straight to the parking garage.,0
The unfortunate events at the subway station have absolutely nothing to do with me.,3
I swiped my keycard at home at exactly 8:00 AM.,0
I left the warehouse at 2:00 AM and drove straight to the warehouse.,0
I demand to speak to my lawyer. I wasn't at the warehouse!,2
"Am I under arrest? If not, I'm leaving.",2
"You know, i guess I could have seen the money, but I don't remember.",1
Prove it! You can't prove I was at the subway station at midnight!,2
I arrived at exactly the gas stat exactlyion at exactly midnight and immediat exactlyely started eat exactlying dinner.,0
I demand to speak to my lawyer. I wasn't at the office!,2
I was at the office around noon.,0
I swiped my keycard at my friend's apartment at exactly early morning.,0
"I swear, because I was extremely tired, I had to go to the parking garage to start watching a movie.",3
I arrived at exactly the diner downtown at exactly lat exactlye at exactly night and immediat exactlyely started sleeping.,0
"Let's see... i guess I could have seen the black bag, but I don't remember.",1
I swiped my keycard at the grocery store at exactly midnight.,0
Let's see... could we talk about this later? My head hurts.,1
The unfortunate events at home have absolutely nothing to do with me.,3
I'm not answering any more questions about the car keys.,2
I saw him leave holding the documents.,0
"To tell you the truth, why would I even want the laptop? I am a very successful person.",3
"That man took the black bag, not me. He looked very suspicious.",3
Could we talk about this later? My head hurts.,1
I left the parking garage at 1:30 PM and drove straight to the parking garage.,0
"The the money might have been moved, but it certainly wasn't by me.",3
I would never do such a thing at 1:30 PM. It goes against my morals.,3
Could we talk about this later? My head hurts.,1
I was at the warehouse around 5:00 PM.,0
I was at my friend's apartment around noon.,0
"Uh, i might have been at the subway station, but my memory is foggy.",1
"I sort of recall waiting for a cab, but I'm not sure.",1
I left my friend's apartment at 5:00 PM and drove straight to my friend's apartment.,0
"To tell you the truth, that man took the safe, not me. He looked very suspicious.",3
"Am I under arrest? If not, I'm leaving.",2
"You know, could we talk about this later? My head hurts.",1
I was at my friend's apartment around 1:30 PM.,0
You have no right to ask me about the grocery store!,2
"Let's see... i might have been at the grocery store, but my memory is foggy.",1
The unfortunate events at the parking garage have absolutely nothing to do with me.,3
"Let's see... i sort of recall fixing my car, but I'm not sure.",1
I arrived at the parking garage at 3:45 PM and immediately started talking on the phone.,0
Let me think... I was probably at the diner downtown.,1
I was actively watching a movie and minding my own personal business.,3
This is harassment! I didn't even know my roommate!,2
I was doing a lot of things around 2:00 AM.,1
I saw him leave holding the black bag.,0
"You know, i sort of recall working on a report, but I'm not sure.",1
Are you accusing me of taking the safe?,2
"You know, i might have been at my friend's apartment, but my memory is foggy.",1
"The the money might have been moved, but it certainly wasn't by me.",3
I was at exactly the office around 2:00 AM.,0
"Well, i might have been at home, but my memory is foggy.",1
"Um, maybe I was near the parking garage? It's hard to say.",1
I was at the subway station around late at night.,0
Are you accusing me of taking the weapon?,2
My car was parked at the parking garage. I didn't go anywhere.,0
Why are you targeting me? I was just fixing my car!,2
"The the weapon might have been moved, but it certainly wasn't by me.",3
"I sort of recall working on a report, but I'm not sure.",1
I was actively eating dinner and minding my own personal business.,3
"I didn't take the documents, you can check the cameras.",0
The unfortunate events at the parking garage have absolutely nothing to do with me.,3
"I told you already, I was fixing my car! Leave me alone!",2
"I told you already, I was fixing my car! Leave me alone!",2
I swiped my keycard at the gym at exactly 8:00 AM.,0
I'm not answering any more questions about the black bag.,2
I was talking on the phone at 8:00 AM.,0
Are you accusing me of taking the laptop?,2
I'm not answering any more questions about the money.,2
I was actively working on a report and minding my own personal business.,3
"Um, let me think... I was probably at the parking garage.",1
I left my friend's apartment at exactly lat exactlye at exactly night and drove straight to my friend's apartment.,0
"That man took the safe, not me. He looked very suspicious.",3
Why does it matter if I was eating dinner?,1
This is harassment! I didn't even know a colleague!,2
"I told you already, I was talking on the phone! Leave me alone!",2
"Uh, i was doing a lot of things around 3:45 PM.",1
